Electorate,State,Party,Margin,Total,"Natural and Physical Sciences, nfd",% Natural & Physical Sciences,Mathematical Sciences,%Mathematical Sciences,Physics and Astronomy,% Physics & Astronomy,Chemical Sciences,% Chemical Sciences,Earth Sciences,% Earth Sciences,Biological Sciences,% Biological Sciences,Other Natural and Physical Sciences,% Other Sciences,"Information Technology, nfd",% IT,Computer Science,% Computer Science,Information Systems,% Information Systems,Other Information Technology,% Other IT,"Engineering and Related Technologies, nfd",% Engineering,Manufacturing Engineering and Technology,% Manufacturing Engineering,Process and Resources Engineering,% Process and Resources Eng.,Automotive Engineering and Technology,% Automotive Engineering,Mechanical and Industrial Engineering and Technology,% Mechanical and Industrial Eng.,Civil Engineering,% Civil Eng.,Geomatic Engineering,% Geomatic Eng.,Electrical and Electronic Engineering and Technology,% Electrical and Electronic Eng.,Aerospace Engineering and Technology,% Aerospace Eng.,Maritime Engineering and Technology,% Maritime Eng.,Other Engineering and Related Technologies,% Other Eng.,"Architecture and Building, nfd",% Architecture,Architecture and Urban Environment,% Archi & Urban,Building,% Building,"Agriculture, Environmental and Related Studies, nfd",% Agriculture & Enviro,Agriculture,% Agriculture,Horticulture and Viticulture,%Horticulture & Viticulture,Forestry Studies,% Forestry,Fisheries Studies,% Fisheries,Environmental Studies,% Environ,"Other Agriculture, Environmental and Related Studies",% Other Agri,"Health, nfd",% Health,Medical Studies,%Medical,Nursing,% Nursing,Pharmacy,%Pharmacy,Dental Studies,% Dental,Optical Science,% Optical,Veterinary Studies,% Vet,Public Health,% Public Health,Radiography,%Radiography,Rehabilitation Therapies,%Rehab,Complementary Therapies,% Comple. Med,Other Health,%Other Health,"Education, nfd",% Education,Teacher Education,% Teacher,Curriculum and Education Studies,% Curriculum,Other Education,% Other Education,"Management and Commerce, nfd",% Management & Commerce,Accounting,% Accounting,Business and Management,% Business,Sales and Marketing,% Sales & Marketing,Tourism,%Toursim,Office Studies,% Office,"Banking, Finance and Related Fields",% Banking & Finance,Other Management and Commerce,% Other Management,"Society and Culture, nfd",%Society,Political Science and Policy Studies,%Poli Sci,Studies in Human Society,% Human Society,Human Welfare Studies and Services,% Human Welfare,Behavioural Science,% Behavioural Science,Law,% Law,Justice and Law Enforcement,% Justice,"Librarianship, Information Management and Curatorial Studies",% Librarianship,Language and Literature,%Language & Lit,Philosophy and Religious Studies,% Philosophy,Economics and Econometrics,% Economics,Sport and Recreation,% Sport,Other Society and Culture,% Other Society,"Creative Arts, nfd",% Creative Arts,Performing Arts,%Performing Arts,Visual Arts and Crafts,% Visual Arts,Graphic and Design Studies,% Graphic and Design,Communication and Media Studies,% Communication and Media,Other Creative Arts,% Other Creative Arts,"Food, Hospitality and Personal Services, nfd",% Food,Food and Hospitality,% Food and Hospitality,Personal Services,% Personal Services,"Mixed Field Programmes, nfd",% Mixed Field,General Education Programmes,% General Education,Social Skills Programmes,% Social Skills,Employment Skills Programmes,% Employment Skills,Other Mixed Field Programmes,% Other Mixed Field,Field of study inadequately described,% Inadequately described,Field of study not stated,% Not stated,Not applicable,% N/A
Whitlam,NSW,ALP,10.91,"148,320",229,0.001543959,79,0.000532632,11,7.4164E-05,130,0.000876483,19,0.000128101,57,0.000384304,98,0.000660734,761,0.005130798,100,0.000674218,0,0,0,0,"1,877",0.01265507,608,0.004099245,519,0.003499191,"1,619",0.010915588,"4,186",0.028222762,164,0.001105717,55,0.00037082,"2,972",0.020037756,203,0.001368662,70,0.000471953,98,0.000660734,0,0,242,0.001631607,"4,509",0.030400485,0,0,242,0.001631607,679,0.00457794,0,0,0,0,79,0.000532632,4,2.69687E-05,198,0.001334951,279,0.001881068,"3,653",0.02462918,123,0.000829288,181,0.001220334,19,0.000128101,118,0.000795577,270,0.001820388,32,0.00021575,379,0.002555286,25,0.000168554,133,0.00089671,420,0.002831715,"4,567",0.030791532,0,0,80,0.000539374,531,0.003580097,"1,635",0.011023463,"5,044",0.034007551,"1,515",0.010214401,190,0.001281014,"1,905",0.012843851,619,0.004173409,159,0.001072006,138,0.000930421,42,0.000283172,316,0.002130529,"3,901",0.026301241,339,0.002285599,393,0.002649676,461,0.003108145,124,0.00083603,164,0.001105717,133,0.00089671,155,0.001045038,344,0.00231931,92,0.00062028,79,0.000532632,159,0.001072006,425,0.002865426,271,0.001827131,433,0.002919364,0,0,0,0,"2,318",0.015628371,"1,724",0.011623517,0,0,70,0.000471953,0,0,0,0,0,0,552,0.003721683,"10,372",0.069929881,"82,122",0.55368123
Lingiari,NT,ALP,5.46,"116,981",194,0.001658389,8,6.83872E-05,4,3.41936E-05,5,4.2742E-05,23,0.000196613,118,0.001008711,28,0.000239355,358,0.003060326,72,0.000615485,5,4.2742E-05,0,0,1301,0.011121464,200,0.001709679,145,0.001239518,980,0.008377429,1658,0.014173242,140,0.001196776,23,0.000196613,1793,0.015327275,385,0.003291133,127,0.001085646,47,0.000401775,0,0,65,0.000555646,2268,0.019387764,3,2.56452E-05,513,0.004385328,301,0.002573067,0,0,7,5.98388E-05,534,0.004564844,14,0.000119678,295,0.002521777,286,0.002444841,1839,0.015720502,37,0.000316291,65,0.000555646,0,0,59,0.000504355,558,0.004770005,21,0.000179516,155,0.001325001,0,0,160,0.001367743,401,0.003427907,2849,0.024354382,0,0,124,0.001060001,105,0.000897582,605,0.00517178,3053,0.026098255,440,0.003761295,136,0.001162582,156,0.00133355,256,0.00218839,117,0.001000162,117,0.001000162,61,0.000521452,214,0.001829357,1935,0.016541148,116,0.000991614,168,0.001436131,475,0.004060488,65,0.000555646,153,0.001307905,135,0.001154034,49,0.000418871,200,0.001709679,119,0.001017259,42,0.000359033,71,0.000606936,101,0.000863388,65,0.000555646,273,0.002333712,0,0,0,0,1395,0.011925013,502,0.004291295,0,0,53,0.000453065,0,0,6,5.12904E-05,0,0,612,0.005231619,19788,0.169155675,66348,0.567169027
Solomon,NT,ALP,3.08,"106,253",430,0.004046945,50,0.000470575,8,7.5292E-05,47,0.00044234,63,0.000592924,273,0.002569339,137,0.001289375,1100,0.010352649,179,0.001684658,6,5.6469E-05,0,0,1756,0.016526592,408,0.003839892,159,0.001496428,964,0.009072685,1739,0.016366597,386,0.003632839,83,0.000781154,2533,0.023839327,445,0.004188117,230,0.002164645,81,0.000762331,0,0,247,0.00232464,2506,0.023585216,0,0,129,0.001214083,206,0.001938769,3,2.82345E-05,23,0.000216464,305,0.002870507,16,0.000150584,288,0.002710512,619,0.005825718,2406,0.022644067,111,0.001044676,138,0.001298787,9,8.47035E-05,46,0.000432929,656,0.006173943,43,0.000404694,370,0.003482255,0,0,211,0.001985826,580,0.005458669,3148,0.029627399,0,0,87,0.0008188,340,0.00319991,1621,0.01525604,5126,0.048243344,734,0.00690804,204,0.001919946,321,0.003021091,497,0.004677515,266,0.002503459,190,0.001788185,193,0.001816419,314,0.002955211,1989,0.018719471,443,0.004169294,780,0.007340969,499,0.004696338,119,0.001119968,306,0.002879919,93,0.000875269,187,0.00175995,262,0.002465813,185,0.001741127,26,0.000244699,105,0.000988207,139,0.001308198,188,0.001769362,462,0.004348113,0,0,0,0,1716,0.016150132,762,0.007171562,0,0,78,0.000734097,0,0,0,0,0,0,684,0.006437465,11049,0.103987652,51176,0.481642871
Blair,QLD,ALP,1.21,"158,757",243,0.001530641,32,0.000201566,4,2.51957E-05,35,0.000220463,20,0.000125979,145,0.000913346,92,0.000579502,1014,0.00638712,84,0.000529111,6,3.77936E-05,0,0,1815,0.011432567,819,0.005158828,416,0.002620357,1738,0.010947549,3315,0.020880969,246,0.001549538,44,0.000277153,2153,0.013561607,759,0.004780892,20,0.000125979,158,0.000995232,0,0,156,0.000982634,3584,0.022575383,0,0,413,0.00260146,465,0.002929005,3,1.88968E-05,3,1.88968E-05,79,0.000497616,8,5.03915E-05,292,0.001839289,199,0.001253488,3399,0.02141008,64,0.000403132,158,0.000995232,3,1.88968E-05,140,0.000881851,359,0.002261318,11,6.92883E-05,214,0.001347972,15,9.4484E-05,103,0.00064879,454,0.002859716,3929,0.024748515,0,0,316,0.001990463,162,0.001020427,1043,0.006569789,6190,0.038990407,1066,0.006714665,98,0.000617296,592,0.003728969,425,0.002677047,979,0.006166657,109,0.000686584,90,0.000566904,94,0.0005921,4317,0.027192502,311,0.001958969,225,0.00141726,475,0.002991994,58,0.000365338,95,0.000598399,158,0.000995232,29,0.000182669,467,0.002941603,328,0.002066051,27,0.000170071,128,0.000806264,190,0.001196798,147,0.000925943,375,0.002362101,0,0,0,0,2387,0.015035557,1620,0.010204274,0,0,147,0.000925943,0,0,3,1.88968E-05,0,0,820,0.005165127,11937,0.075190385,93543,0.589221263
Bonner,QLD,LNP,7.41,"146,534",654,0.004463128,102,0.000696084,52,0.000354866,142,0.000969058,53,0.000361691,266,0.001815278,317,0.00216332,1896,0.012938977,349,0.0023817,32,0.000218379,0,0,2307,0.015743786,825,0.005630093,293,0.001999536,962,0.006565029,1970,0.013443979,510,0.003480421,87,0.000593719,2836,0.01935387,253,0.001726562,187,0.001276154,79,0.000539124,0,0,589,0.004019545,3507,0.023933012,0,0,130,0.000887166,254,0.001733386,0,0,0,0,165,0.001126019,11,7.50679E-05,316,0.002156496,653,0.004456304,3327,0.022704628,275,0.001876698,330,0.002252037,24,0.000163785,106,0.000723382,383,0.002613728,86,0.000586895,609,0.004156032,47,0.000320745,241,0.001644669,763,0.005206983,5007,0.034169544,0,0,212,0.001446763,836,0.005705161,3042,0.020759687,8059,0.054997475,1329,0.009069567,321,0.002190618,754,0.005145563,1107,0.007554561,382,0.002606904,283,0.001931292,109,0.000743855,293,0.001999536,2405,0.016412573,670,0.004572318,940,0.006414893,366,0.002497714,141,0.000962234,433,0.002954946,304,0.002074604,260,0.001774332,560,0.003821639,186,0.00126933,88,0.000600543,383,0.002613728,343,0.002340754,578,0.003944477,882,0.006019081,0,0,0,0,1716,0.011710593,1465,0.00999768,0,0,87,0.000593719,0,0,0,0,0,0,860,0.005868945,8037,0.054847339,74995,0.511792485
Bowman,QLD,LNP,10.24,"144,172",314,0.002177954,48,0.000332936,3,2.08085E-05,72,0.000499403,26,0.00018034,153,0.001061232,139,0.000964126,1024,0.007102627,117,0.000811531,4,2.77446E-05,0,0,2160,0.014982105,1169,0.008108371,272,0.001886635,1533,0.010633133,2705,0.018762312,364,0.002524762,74,0.000513276,3371,0.023381794,272,0.001886635,364,0.002524762,85,0.000589574,0,0,353,0.002448464,4872,0.03379297,0,0,122,0.000846211,435,0.003017229,0,0,0,0,141,0.000977999,22,0.000152596,245,0.001699359,293,0.002032295,3547,0.024602558,75,0.000520212,198,0.00137336,22,0.000152596,121,0.000839275,367,0.002545571,33,0.000228893,375,0.00260106,47,0.000326,188,0.001303998,593,0.004113143,4534,0.031448548,0,0,248,0.001720168,301,0.002087784,1752,0.012152152,6693,0.046423716,1344,0.009322198,244,0.001692423,1043,0.007234414,747,0.005181311,464,0.003218378,187,0.001297062,51,0.000353744,137,0.000950254,3353,0.023256943,387,0.002684294,321,0.002226507,476,0.003301612,62,0.000430042,100,0.000693616,223,0.001546764,128,0.000887828,626,0.004342036,214,0.001484338,54,0.000374553,213,0.001477402,343,0.002379103,309,0.002143273,508,0.003523569,0,0,0,0,2068,0.014343978,1870,0.012970618,0,0,63,0.000436978,0,0,0,0,0,0,703,0.00487612,7820,0.054240768,77041,0.534368671
Brisbane,QLD,LNP,4.92,"155,702",1083,0.006955595,226,0.001451491,30,0.000192676,153,0.000982646,219,0.001406533,569,0.003654417,542,0.003481009,2692,0.017289438,679,0.004360895,29,0.000186253,3,1.92676E-05,3025,0.019428138,293,0.0018818,419,0.002691038,410,0.002633235,1165,0.007482242,667,0.004283824,83,0.00053307,2131,0.013686401,457,0.002935094,32,0.000205521,104,0.000667943,0,0,1912,0.012279868,2524,0.016210453,0,0,198,0.00127166,163,0.001046872,3,1.92676E-05,3,1.92676E-05,282,0.001811152,4,2.56901E-05,745,0.004784781,2384,0.0153113,3490,0.022414613,471,0.003025009,476,0.003057122,40,0.000256901,119,0.00076428,498,0.003198417,119,0.00076428,1269,0.008150184,43,0.000276169,482,0.003095657,973,0.006249117,4450,0.028580237,0,0,28,0.000179831,1410,0.00905576,3644,0.023403681,11313,0.072658026,2576,0.016544425,476,0.003057122,445,0.002858024,1802,0.01157339,349,0.002241461,419,0.002691038,354,0.002273574,706,0.004534303,1674,0.010751307,1325,0.008509846,3659,0.023500019,304,0.001952448,198,0.00127166,888,0.005703202,178,0.001143209,774,0.004971034,756,0.004855429,201,0.001290928,328,0.002106588,1000,0.006422525,783,0.005028837,1333,0.008561226,2285,0.01467547,0,0,0,0,2224,0.014283696,1300,0.008349283,0,0,179,0.001149632,0,0,0,0,0,0,1229,0.007893283,13625,0.087506904,60321,0.387413135
Capricornia,QLD,LNP,12.35,"148,306",218,0.001469934,14,9.43994E-05,6,4.04569E-05,21,0.000141599,29,0.000195542,81,0.000546168,145,0.000977708,529,0.003566949,13,8.76566E-05,8,5.39425E-05,0,0,2306,0.015548933,543,0.003661349,925,0.006237104,1886,0.01271695,4893,0.032992596,196,0.001321592,30,0.000202284,2954,0.019918277,39,0.00026297,116,0.000782167,133,0.000896794,0,0,78,0.00052594,3655,0.024644991,0,0,545,0.003674834,304,0.002049816,11,7.4171E-05,4,2.69713E-05,146,0.000984451,0,0,190,0.001281135,359,0.002420671,2814,0.018974283,88,0.000593368,177,0.001193478,3,2.02284E-05,81,0.000546168,426,0.002872439,36,0.000242741,310,0.002090273,34,0.000229256,252,0.00169919,464,0.003128666,4259,0.028717651,0,0,183,0.001233935,63,0.000424797,940,0.006338247,4844,0.032662198,754,0.005084083,65,0.000438283,408,0.002751069,278,0.001874503,186,0.001254164,45,0.000303427,8,5.39425E-05,81,0.000546168,2599,0.017524578,225,0.001517133,167,0.00112605,184,0.001240678,42,0.000283198,27,0.000182056,91,0.000613596,13,8.76566E-05,377,0.002542041,132,0.000890052,18,0.000121371,59,0.000397826,64,0.00043154,85,0.000573139,248,0.001672218,0,0,0,0,2196,0.014807223,1433,0.009662455,0,0,80,0.000539425,0,0,5,3.37141E-05,0,0,534,0.003600663,15332,0.103380848,85352,0.575512791
Dawson,QLD,LNP,14.61,"150,656",235,0.001559845,8,5.31011E-05,0,0,22,0.000146028,34,0.00022568,176,0.001168224,209,0.001387266,438,0.002907285,19,0.000126115,0,0,0,0,2557,0.016972441,649,0.004307827,717,0.004759186,1964,0.013036321,4994,0.033148364,239,0.001586395,44,0.000292056,3105,0.020609866,210,0.001393904,472,0.003132965,145,0.000962458,0,0,99,0.000657126,4210,0.027944456,0,0,332,0.002203696,267,0.001772249,0,0,10,6.63764E-05,93,0.0006173,15,9.95646E-05,205,0.001360716,541,0.003590962,2829,0.018777878,165,0.00109521,249,0.001652772,6,3.98258E-05,62,0.000411534,385,0.002555491,41,0.000272143,441,0.002927198,4,2.65506E-05,200,0.001327528,403,0.002674968,4218,0.027997557,0,0,242,0.001606308,165,0.00109521,1091,0.007241663,5215,0.034615282,926,0.006146453,172,0.001141674,451,0.002993575,411,0.002728069,231,0.001533294,56,0.000371708,55,0.00036507,112,0.000743415,2884,0.019142948,182,0.00120805,279,0.001851901,180,0.001194775,35,0.000232317,63,0.000418171,61,0.000404896,61,0.000404896,402,0.002668331,133,0.000882806,34,0.00022568,107,0.000710227,120,0.000796517,104,0.000690314,261,0.001732424,0,0,0,0,2412,0.016009983,1627,0.010799437,0,0,106,0.00070359,0,0,0,0,0,0,572,0.003796729,14603,0.096929429,83766,0.55600839
Dickson,QLD,LNP,4.64,"148,277",461,0.003109046,57,0.000384416,6,4.04648E-05,68,0.000458601,81,0.000546275,191,0.00128813,209,0.001409524,1587,0.010702941,211,0.001423012,11,7.41855E-05,0,0,2181,0.014708957,1015,0.006845296,157,0.001058829,1535,0.010352246,2096,0.014135705,376,0.002535794,109,0.000735111,3143,0.021196814,399,0.00269091,46,0.00031023,130,0.000876737,0,0,312,0.00210417,4238,0.028581641,0,0,174,0.001173479,467,0.003149511,0,0,0,0,154,0.001038597,3,2.02324E-05,308,0.002077193,321,0.002164867,3610,0.024346325,136,0.000917202,333,0.002245797,16,0.000107906,140,0.000944179,375,0.00252905,52,0.000350695,562,0.003790203,47,0.000316974,277,0.001868125,727,0.004902986,4941,0.033322768,0,0,284,0.001915334,336,0.002266029,2091,0.014101985,7538,0.050837284,1217,0.008207611,267,0.001800684,885,0.005968559,809,0.005456005,497,0.003351835,231,0.001557895,75,0.00050581,163,0.001099294,3102,0.020920305,612,0.00412741,557,0.003756483,602,0.004059969,98,0.000660925,178,0.001200456,202,0.001362315,102,0.000687902,664,0.004478105,214,0.001443245,65,0.000438369,255,0.001719754,289,0.001949055,374,0.002522306,708,0.004774847,0,0,0,0,2061,0.013899661,1567,0.010568058,0,0,69,0.000465345,0,0,0,0,0,0,759,0.005118798,7191,0.04849707,79892,0.538802377
Fadden,QLD,LNP,14.18,"160,483",312,0.001944131,24,0.000149549,4,2.49248E-05,72,0.000448646,13,8.10055E-05,168,0.00104684,291,0.001813276,1225,0.007633207,150,0.000934678,8,4.98495E-05,0,0,1970,0.012275444,1030,0.006418125,174,0.001084227,1738,0.010829808,2011,0.012530922,375,0.002336696,56,0.000348947,2490,0.015515662,239,0.001489254,324,0.002018905,74,0.000461108,0,0,467,0.002909966,5284,0.032925606,0,0,107,0.000666737,413,0.002573481,3,1.86936E-05,12,7.47743E-05,69,0.000429952,17,0.00010593,405,0.002523632,555,0.00345831,3605,0.022463438,193,0.00120262,323,0.002012674,10,6.23119E-05,62,0.000386334,375,0.002336696,45,0.000280404,451,0.002810267,66,0.000411259,226,0.001408249,418,0.002604637,3903,0.024320333,0,0,255,0.001588953,517,0.003221525,2254,0.014045101,7138,0.044478231,1844,0.011490314,506,0.003152982,1170,0.007290492,998,0.006218727,304,0.001894282,157,0.000978297,69,0.000429952,158,0.000984528,3452,0.021510066,464,0.002891272,549,0.003420923,374,0.002330465,53,0.000330253,276,0.001719808,170,0.001059302,196,0.001221313,899,0.005601839,284,0.001769658,44,0.000274172,213,0.001327243,279,0.001738502,515,0.003209063,827,0.005153194,0,0,0,0,2821,0.017578186,2499,0.015571743,0,0,101,0.00062935,0,0,0,0,0,0,660,0.004112585,12702,0.07914857,84896,0.529003072
Fairfax,QLD,LNP,13.44,"144,463",391,0.002706575,34,0.000235354,8,5.53775E-05,48,0.000332265,70,0.000484553,142,0.000982951,137,0.00094834,718,0.004970131,97,0.000671452,10,6.92219E-05,0,0,1699,0.011760797,993,0.006873732,226,0.001564414,1309,0.009061144,1826,0.012639915,352,0.00243661,95,0.000657608,2427,0.01680015,420,0.002907319,216,0.001495193,85,0.000588386,0,0,547,0.003786437,5427,0.037566713,0,0,262,0.001813613,782,0.005413151,3,2.07666E-05,4,2.76888E-05,236,0.001633636,7,4.84553E-05,407,0.00281733,821,0.005683116,4096,0.028353281,187,0.001294449,375,0.00259582,31,0.000214588,84,0.000581464,427,0.002955774,95,0.000657608,913,0.006319957,152,0.001052173,431,0.002983463,800,0.00553775,5599,0.038757329,3,2.07666E-05,294,0.002035123,270,0.001868991,1595,0.011040889,5816,0.040259444,1476,0.010217149,307,0.002125112,1038,0.007185231,827,0.005724649,140,0.000969106,181,0.001252916,60,0.000415331,171,0.001183694,3382,0.023410839,572,0.003959491,437,0.003024996,271,0.001875913,94,0.000650686,183,0.00126676,202,0.001398282,125,0.000865273,715,0.004949364,132,0.000913729,94,0.000650686,262,0.001813613,419,0.002900397,571,0.003952569,715,0.004949364,0,0,0,0,2606,0.018039221,2089,0.01446045,0,0,69,0.000477631,0,0,3,2.07666E-05,0,0,669,0.004630944,9947,0.068855001,72987,0.505229713
Fisher,QLD,LNP,12.70,"143,070",370,0.002586147,19,0.000132802,8,5.59167E-05,57,0.000398406,16,0.000111833,136,0.000950584,115,0.000803802,744,0.005200252,93,0.000650031,4,2.79583E-05,0,0,1760,0.012301671,876,0.006122877,280,0.001957084,1463,0.010225764,2014,0.014077025,346,0.002418397,100,0.000698959,2513,0.017564828,428,0.002991543,239,0.001670511,122,0.000852729,0,0,345,0.002411407,5490,0.038372824,0,0,373,0.002607115,580,0.00405396,11,7.68854E-05,0,0,220,0.001537709,18,0.000125813,385,0.00269099,505,0.003529741,3770,0.026350737,174,0.001216188,394,0.002753897,29,0.000202698,136,0.000950584,407,0.002844761,41,0.000286573,700,0.00489271,107,0.000747886,384,0.002684001,700,0.00489271,5272,0.036849095,0,0,258,0.001803313,306,0.002138813,1541,0.010770951,5532,0.038666387,1396,0.009757461,259,0.001810303,1023,0.007150346,696,0.004864752,144,0.0010065,184,0.001286084,29,0.000202698,153,0.001069407,3260,0.022786049,403,0.002816803,303,0.002117844,386,0.00269798,94,0.000657021,136,0.000950584,239,0.001670511,129,0.000901657,835,0.005836304,144,0.0010065,72,0.00050325,195,0.001362969,389,0.002718949,471,0.003292095,529,0.003697491,0,0,0,0,2458,0.017180401,2005,0.014014119,0,0,100,0.000698959,0,0,3,2.09688E-05,0,0,734,0.005130356,9843,0.06879849,74606,0.521465017
Flynn,QLD,LNP,8.66,"150,892",151,0.001000716,10,6.62726E-05,0,0,52,0.000344617,27,0.000178936,47,0.000311481,76,0.000503672,364,0.002412321,32,0.000212072,0,0,0,0,2502,0.016581396,461,0.003055165,791,0.00524216,1767,0.011710362,5831,0.038643533,223,0.001477878,46,0.000304854,3097,0.020524614,63,0.000417517,264,0.001749596,128,0.000848289,0,0,41,0.000271718,3735,0.024752803,0,0,1186,0.007859926,328,0.00217374,0,0,0,0,168,0.001113379,13,8.61543E-05,106,0.000702489,155,0.001027225,2506,0.016607905,44,0.000291599,142,0.00094107,3,1.98818E-05,105,0.000695862,423,0.00280333,12,7.95271E-05,221,0.001464624,21,0.000139172,171,0.001133261,301,0.001994804,4139,0.027430215,0,0,276,0.001829123,92,0.000609708,758,0.00502346,4818,0.031930122,784,0.005195769,101,0.000669353,333,0.002206876,265,0.001756223,275,0.001822496,45,0.000298227,16,0.000106036,71,0.000470535,2528,0.016753705,107,0.000709116,98,0.000649471,192,0.001272433,36,0.000238581,46,0.000304854,62,0.00041089,0,0,292,0.001935159,125,0.000828407,5,3.31363E-05,25,0.000165681,88,0.000583199,53,0.000351245,142,0.00094107,0,0,0,0,2111,0.013990139,1246,0.008257562,0,0,65,0.000430772,0,0,0,0,0,0,546,0.003618482,14433,0.095651194,89816,0.595233677
Forde,QLD,LNP,8.60,"162,270",159,0.000979848,11,6.77883E-05,0,0,17,0.000104764,21,0.000129414,72,0.000443705,196,0.001207863,1243,0.007660073,141,0.000868922,7,4.3138E-05,0,0,2016,0.012423738,1150,0.007086954,298,0.001836445,1811,0.011160412,2670,0.016454058,335,0.00206446,67,0.000412892,2520,0.015529673,153,0.000942873,136,0.000838109,122,0.000751833,0,0,250,0.001540642,5114,0.031515376,0,0,153,0.000942873,467,0.00287792,4,2.46503E-05,0,0,60,0.000369754,24,0.000147902,208,0.001281814,122,0.000751833,2986,0.01840143,81,0.000499168,146,0.000899735,0,0,140,0.00086276,308,0.001898071,25,0.000154064,284,0.001750169,24,0.000147902,137,0.000844272,438,0.002699205,3796,0.02339311,0,0,400,0.002465027,245,0.001509829,1498,0.009231528,6628,0.040845504,1282,0.007900413,303,0.001867258,894,0.005509336,680,0.004190547,842,0.005188883,135,0.000831947,42,0.000258828,81,0.000499168,4247,0.026172429,336,0.002070623,261,0.00160843,427,0.002631417,39,0.00024034,118,0.000727183,176,0.001084612,63,0.000388242,702,0.004326123,339,0.002089111,59,0.000363592,230,0.001417391,240,0.001479016,333,0.002052135,529,0.003259999,0,0,0,0,2611,0.016090467,1921,0.011838294,0,0,115,0.000708695,0,0,0,0,0,0,673,0.004147409,10757,0.06629075,94865,0.584612066
Griffith,QLD,ALP,2.86,"146,397",1026,0.00700834,174,0.001188549,49,0.000334706,131,0.000894827,153,0.001045103,670,0.004576597,497,0.003394878,2363,0.016141041,579,0.003954999,41,0.00028006,0,0,2839,0.019392474,503,0.003435863,390,0.002663989,548,0.003743246,1297,0.008859471,677,0.004624412,62,0.000423506,2304,0.015738027,237,0.001618886,56,0.000382521,99,0.000676243,0,0,1391,0.009501561,3211,0.02193351,0,0,90,0.000614767,171,0.001168057,0,0,0,0,323,0.002206329,4,2.7323E-05,605,0.004132598,1731,0.011824013,3412,0.023306489,372,0.002541036,331,0.002260975,3,2.04922E-05,65,0.000443998,520,0.003551985,146,0.000997288,1093,0.007466,25,0.000170769,441,0.003012357,1018,0.006953694,4778,0.032637281,0,0,53,0.000362029,1126,0.007691414,3183,0.021742249,9842,0.067228154,1973,0.013477052,384,0.002623005,503,0.003435863,1377,0.00940593,366,0.002500051,368,0.002513713,310,0.00211753,661,0.00451512,1924,0.013142346,1289,0.008804825,2510,0.01714516,324,0.00221316,192,0.001311502,693,0.004733704,145,0.000990457,652,0.004453643,634,0.00433069,193,0.001318333,180,0.001229533,839,0.005730992,782,0.00534164,1035,0.007069817,1917,0.013094531,0,0,0,0,2009,0.013722959,1267,0.008654549,0,0,112,0.000765043,0,0,4,2.7323E-05,0,0,1036,0.007076648,10316,0.070465925,61580,0.420637035
Groom,QLD,LNP,20.48,"144,879",341,0.002353688,73,0.000503869,19,0.000131144,27,0.000186362,19,0.000131144,139,0.000959421,114,0.000786864,749,0.005169831,79,0.000545283,12,8.28277E-05,0,0,1922,0.013266243,637,0.004396772,469,0.003237184,1460,0.010077375,2365,0.016323967,345,0.002381297,61,0.000421041,1809,0.012486282,425,0.002933482,0,0,122,0.000842082,0,0,137,0.000945617,3620,0.024986368,0,0,1253,0.008648596,360,0.002484832,3,2.07069E-05,0,0,114,0.000786864,14,9.66324E-05,264,0.00182221,544,0.003754858,4231,0.02920368,145,0.001000835,184,0.001270025,14,9.66324E-05,156,0.001076761,374,0.002581465,38,0.000262288,547,0.003775564,24,0.000165655,140,0.000966324,819,0.005652993,5094,0.035160375,0,0,191,0.001318342,253,0.001746285,1418,0.009787478,5693,0.03929486,1195,0.008248262,69,0.000476259,621,0.004286335,634,0.004376066,320,0.00220874,99,0.000683329,41,0.000282995,168,0.001159588,3252,0.022446317,510,0.003520179,372,0.00256766,162,0.001118174,68,0.000469357,127,0.000876594,253,0.001746285,62,0.000427943,422,0.002912775,161,0.001111272,51,0.000352018,143,0.000987031,207,0.001428778,149,0.001028444,408,0.002816143,0,0,0,0,2292,0.015820098,1315,0.00907654,0,0,113,0.000779961,0,0,4,2.76092E-05,0,0,688,0.00474879,11059,0.076332664,80940,0.5586731
